"","indication_category","concept_id","concept_code","concept_name","domain_id","vocabulary_id"
"3466","Exacerbation of chronic obstructive pulmonary disease",4136683,"31898008","Paraseptal emphysema","Condition","SNOMED"
"3467","Exacerbation of chronic obstructive pulmonary disease",4145496,"266355005","Bullous emphysema with collapse","Condition","SNOMED"
"3468","Exacerbation of chronic obstructive pulmonary disease",4148124,"266356006","Atrophic (senile) emphysema","Condition","SNOMED"
"3469","Exacerbation of chronic obstructive pulmonary disease",4166508,"47895001","Congenital emphysema","Condition","SNOMED"
"3470","Exacerbation of chronic obstructive pulmonary disease",4166517,"47938003","Chronic obliterative bronchiolitis","Condition","SNOMED"
"3471","Exacerbation of chronic obstructive pulmonary disease",4177944,"4981000","Panacinar emphysema","Condition","SNOMED"
"3472","Exacerbation of chronic obstructive pulmonary disease",4193588,"313297008","Moderate chronic obstructive pulmonary disease","Condition","SNOMED"
"3473","Exacerbation of chronic obstructive pulmonary disease",4196712,"313296004","Mild chronic obstructive pulmonary disease","Condition","SNOMED"
"3474","Exacerbation of chronic obstructive pulmonary disease",4209097,"313299006","Severe chronic obstructive pulmonary disease","Condition","SNOMED"
"3475","Exacerbation of chronic obstructive pulmonary disease",4246105,"60805002","Hemolytic anemia with emphysema AND cutis laxa","Condition","SNOMED"
"3476","Exacerbation of chronic obstructive pulmonary disease",4281815,"66987001","Congenital lobar emphysema","Condition","SNOMED"
"3477","Exacerbation of chronic obstructive pulmonary disease",4286497,"68328006","Centriacinar emphysema","Condition","SNOMED"
"3478","Exacerbation of chronic obstructive pulmonary disease",4315386,"86680006","Ruptured emphysematous bleb of lung","Condition","SNOMED"
"3479","Exacerbation of chronic obstructive pulmonary disease",4321845,"70756004","Bronchial atresia with segmental pulmonary emphysema","Condition","SNOMED"
"3480","Exacerbation of chronic obstructive pulmonary disease",43530693,"1751000119100","Acute exacerbation of chronic obstructive airways disease with asthma","Condition","SNOMED"
"3481","Exacerbation of chronic obstructive pulmonary disease",44791725,"293991000000106","Very severe chronic obstructive pulmonary disease","Condition","SNOMED"
"3482","Exacerbation of chronic obstructive pulmonary disease",44807895,"847091000000104","Acute non-infective exacerbation of chronic obstructive pulmonary disease","Condition","SNOMED"
"3483","Exacerbation of chronic obstructive pulmonary disease",45769389,"708030004","Pulmonary emphysema co-occurrent with fibrosis of lung","Condition","SNOMED"
"3484","Exacerbation of chronic obstructive pulmonary disease",46269701,"106001000119101","Chronic obstructive lung disease co-occurrent with acute bronchitis","Condition","SNOMED"
"3485","Exacerbation of chronic obstructive pulmonary disease",46274062,"10692761000119107","Asthma-chronic obstructive pulmonary disease overlap syndrome","Condition","SNOMED"
"3486","Exacerbation of cystic fibrosis",193174,"86092005","Cystic fibrosis with meconium ileus","Condition","SNOMED"
"3487","Exacerbation of cystic fibrosis",254320,"86555001","Cystic fibrosis of the lung","Condition","SNOMED"
"3488","Exacerbation of cystic fibrosis",434615,"81423003","Cystic fibrosis without meconium ileus","Condition","SNOMED"
"3489","Exacerbation of cystic fibrosis",441267,"190905008","Cystic fibrosis","Condition","SNOMED"
"3490","Exacerbation of cystic fibrosis",4143529,"426705001","Diabetes mellitus associated with cystic fibrosis","Condition","SNOMED"
"3491","Exacerbation of cystic fibrosis",4341770,"235978006","Cystic fibrosis of pancreas","Condition","SNOMED"
"3492","Exacerbation of cystic fibrosis",36714965,"720401009","Cystic fibrosis with gastritis and megaloblastic anemia syndrome","Condition","SNOMED"
"3493","Exacerbation of cystic fibrosis",37110724,"725052002","Fetal cystic fibrosis","Condition","SNOMED"
"3494","Exacerbation of cystic fibrosis",37396320,"716088000","Follicular hamartoma with alopecia and cystic fibrosis syndrome","Condition","SNOMED"
"3495","Exacerbation of cystic fibrosis",42538541,"762269004","Classical cystic fibrosis","Condition","SNOMED"
"3496","Exacerbation of cystic fibrosis",42538542,"762270003","Atypical cystic fibrosis","Condition","SNOMED"
"3497","Exacerbation of cystic fibrosis",42538543,"762271004","Subclinical cystic fibrosis","Condition","SNOMED"
"3498","Exacerbation of cystic fibrosis",44808532,"859041000000103","Exacerbation of cystic fibrosis","Condition","SNOMED"
"3499","Exacerbation of cystic fibrosis",45769170,"707766007","Exocrine pancreatic manifestation co-occurrent and due to cystic fibrosis","Condition","SNOMED"
"3500","Neutropenia and agranulocytosis",320073,"165517008","Neutropenia","Condition","SNOMED"
"3501","Neutropenia and agranulocytosis",432289,"47318007","Drug-induced neutropenia","Condition","SNOMED"
"3502","Neutropenia and agranulocytosis",432297,"191347008","Cyclical neutropenia","Condition","SNOMED"
"3503","Neutropenia and agranulocytosis",432589,"46359005","Neutropenia associated with infectious disease","Condition","SNOMED"
"3504","Neutropenia and agranulocytosis",434895,"89655007","Congenital neutropenia","Condition","SNOMED"
"3505","Neutropenia and agranulocytosis",439149,"55444004","Transient neonatal neutropenia","Condition","SNOMED"
"3506","Neutropenia and agranulocytosis",440689,"17182001","Agranulocytosis","Condition","SNOMED"
"3507","Neutropenia and agranulocytosis",601107,"350691000119103","Agranulocytosis due to and following administration of antineoplastic agent","Condition","SNOMED"
"3508","Neutropenia and agranulocytosis",604243,"1156296001","Acquired neutropenia","Condition","SNOMED"
"3509","Neutropenia and agranulocytosis",604245,"1156300000","Benign ethnic neutropenia","Condition","SNOMED"
"3510","Neutropenia and agranulocytosis",604592,"1003381002","Onycho-tricho-dysplasia neutropenia syndrome","Condition","SNOMED"
"3511","Neutropenia and agranulocytosis",606394,"1144929002","Secondary agranulocytosis","Condition","SNOMED"
"3512","Neutropenia and agranulocytosis",1340411,"OMOP5166066","Exacerbation of neutropenia","Condition","OMOP Extension"
"3513","Neutropenia and agranulocytosis",4006469,"111584000","Reticular dysgenesis","Condition","SNOMED"
"3514","Neutropenia and agranulocytosis",4008700,"111585004","Neutropenia associated with autoimmune disease","Condition","SNOMED"
"3515","Neutropenia and agranulocytosis",4030442,"129641006","Chronic benign neutropenia of childhood","Condition","SNOMED"
"3516","Neutropenia and agranulocytosis",4030443,"129643009","Chronic hypoplastic neutropenia","Condition","SNOMED"
"3517","Neutropenia and agranulocytosis",4030703,"14333004","Alloimmune neonatal neutropenia","Condition","SNOMED"
"3518","Neutropenia and agranulocytosis",4032353,"129642004","Chronic idiopathic immunoneutropenia in adult","Condition","SNOMED"
"3519","Neutropenia and agranulocytosis",4085181,"247860002","Familial neutropenia","Condition","SNOMED"
"3520","Neutropenia and agranulocytosis",4093513,"24974008","Myelokathexis","Condition","SNOMED"
"3521","Neutropenia and agranulocytosis",4095623,"248693006","Chronic idiopathic neutropenia","Condition","SNOMED"
"3522","Neutropenia and agranulocytosis",4097998,"190996002","Severe combined immunodeficiency with reticular dysgenesis","Condition","SNOMED"
"3523","Neutropenia and agranulocytosis",4101125,"191338000","Primary splenic neutropenia","Condition","SNOMED"
"3524","Neutropenia and agranulocytosis",4101126,"191345000","Acquired neutropenia in newborn","Condition","SNOMED"
"3525","Neutropenia and agranulocytosis",4119158,"303011007","Neutropenic disorder","Condition","SNOMED"
"3526","Neutropenia and agranulocytosis",4120603,"234416002","X-linked hypogammaglobulinemia","Condition","SNOMED"
"3527","Neutropenia and agranulocytosis",4121120,"234424007","Metabolic neutropenia","Condition","SNOMED"
"3528","Neutropenia and agranulocytosis",4122939,"234423001","Chronic benign neutropenia","Condition","SNOMED"
"3529","Neutropenia and agranulocytosis",4125635,"234425008","Autoimmune neutropenia","Condition","SNOMED"
"3530","Neutropenia and agranulocytosis",4125805,"234576008","Chronic familial neutropenia","Condition","SNOMED"
"3531","Neutropenia and agranulocytosis",4135712,"32092008","Toxic neutropenia","Condition","SNOMED"
"3532","Neutropenia and agranulocytosis",4143354,"267540007","Neutropenia due to irradiation","Condition","SNOMED"
"3533","Neutropenia and agranulocytosis",4171104,"276576000","Neutropenia of the small for gestational age baby","Condition","SNOMED"
"3534","Neutropenia and agranulocytosis",4174297,"276628009","Chloramphenicol-induced neutropenia","Condition","SNOMED"
"3535","Neutropenia and agranulocytosis",4190716,"3902000","Non dose-related drug-induced neutropenia","Condition","SNOMED"
"3536","Neutropenia and agranulocytosis",4197402,"80255009","Maternal transfer neutropenia","Condition","SNOMED"
"3537","Neutropenia and agranulocytosis",4211401,"56918001","Dose-related drug-induced neutropenia","Condition","SNOMED"
"3538","Neutropenia and agranulocytosis",4211956,"416729007","Neutropenia associated with AIDS","Condition","SNOMED"
"3539","Neutropenia and agranulocytosis",4219985,"41814009","Neutropenia with dysgranulopoiesis","Condition","SNOMED"
"3540","Neutropenia and agranulocytosis",4224553,"421312009","Agranulocytosis associated with AIDS","Condition","SNOMED"
"3541","Neutropenia and agranulocytosis",4230679,"351287008","Reticular dysgenesis with congenital aleukocytosis","Condition","SNOMED"
"3542","Neutropenia and agranulocytosis",4232037,"350353007","De Vaal's syndrome","Condition","SNOMED"
"3543","Neutropenia and agranulocytosis",4232178,"89454001","Shwachman syndrome","Condition","SNOMED"
"3544","Neutropenia and agranulocytosis",4250734,"409089005","Febrile neutropenia","Condition","SNOMED"
"3545","Neutropenia and agranulocytosis",4276649,"65623009","Immune neutropenia","Condition","SNOMED"
"3546","Neutropenia and agranulocytosis",4300659,"78378009","Isoimmune neutropenia","Condition","SNOMED"
"3547","Neutropenia and agranulocytosis",35624757,"767658000","Neutropenia due to and following chemotherapy","Condition","SNOMED"
"3548","Neutropenia and agranulocytosis",36674945,"770942003","Kostmann syndrome","Condition","SNOMED"
"3549","Neutropenia and agranulocytosis",36674950,"770947009","Autosomal dominant severe congenital neutropenia","Condition","SNOMED"
"3550","Neutropenia and agranulocytosis",36675666,"772126000","Poikiloderma with neutropenia","Condition","SNOMED"
"3551","Neutropenia and agranulocytosis",36678497,"775909002","Congenital neutropenia, myelofibrosis, nephromegaly syndrome","Condition","SNOMED"
"3552","Neutropenia and agranulocytosis",36713881,"718882006","X-linked severe congenital neutropenia","Condition","SNOMED"
"3553","Neutropenia and agranulocytosis",36714068,"719156006","X-linked intellectual disability with hypogammaglobulinemia and progressive neurological deterioration syndrome","Condition","SNOMED"
"3554","Neutropenia and agranulocytosis",36716753,"722925004","Transient neonatal neutropenia due to congenital viral infection","Condition","SNOMED"
"3555","Neutropenia and agranulocytosis",36716754,"722926003","Transient neonatal neutropenia due to neonatal bacterial sepsis","Condition","SNOMED"
"3556","Neutropenia and agranulocytosis",37117238,"725137007","Neutropenia, monocytopenia, deafness syndrome","Condition","SNOMED"
"3557","Neutropenia and agranulocytosis",37203832,"783199003","Autosomal recessive severe congenital neutropenia due to JAGN1 deficiency","Condition","SNOMED"
"3558","Neutropenia and agranulocytosis",37204236,"782759001","X-linked dyserythropoietic anemia with abnormal platelets and neutropenia","Condition","SNOMED"
"3559","Neutropenia and agranulocytosis",37204406,"783058007","Autosomal recessive severe congenital neutropenia due to G6PC3 deficiency","Condition","SNOMED"
"3560","Neutropenia and agranulocytosis",37204523,"783200000","Autosomal recessive severe congenital neutropenia due to CXCR2 deficiency","Condition","SNOMED"
"3561","Neutropenia and agranulocytosis",37204524,"783201001","Autosomal recessive severe congenital neutropenia due to CSF3R deficiency","Condition","SNOMED"
"3562","Neutropenia and agranulocytosis",37205095,"784392009","Adult chronic idiopathic neutropenia","Condition","SNOMED"
"3563","Neutropenia and agranulocytosis",40484176,"443980004","Neutropenic sepsis","Condition","SNOMED"
"3564","Neutropenia and agranulocytosis",46272544,"710926008","Periodontitis co-occurrent with familial neutropenia","Condition","SNOMED"
"3565","Neutropenia and agranulocytosis",46272545,"710927004","Periodontitis co-occurrent with cyclical neutropenia","Condition","SNOMED"
"3566","Neutropenia and agranulocytosis",46273559,"709535007","Periodontitis co-occurrent with infantile genetic agranulocytosis","Condition","SNOMED"
"3567","Neutropenia and agranulocytosis",46273778,"709608008","Periodontitis co-occurrent with acquired neutropenia","Condition","SNOMED"
"3568","Infection caused by antimicrobial resistant bacteria",440940,"266096002","Methicillin resistant Staphylococcus aureus infection","Condition","SNOMED"
"3569","Infection caused by antimicrobial resistant bacteria",607087,"1149093006","Pneumonia caused by vancomycin resistant Enterococcus","Condition","SNOMED"
"3570","Infection caused by antimicrobial resistant bacteria",761972,"25290001000004103","Infection due to multidrug resistant Acinetobacter baumannii","Condition","SNOMED"
"3571","Infection caused by antimicrobial resistant bacteria",4141201,"426084006","Beta lactam resistant bacterial infection","Condition","SNOMED"
"3572","Infection caused by antimicrobial resistant bacteria",4145549,"308155002","MRSA infection of postoperative wound","Condition","SNOMED"
"3573","Infection caused by antimicrobial resistant bacteria",4211924,"416597004","Dapsone resistant leprosy","Condition","SNOMED"
"3574","Infection caused by antimicrobial resistant bacteria",4223946,"404678001","Infection due to glycopeptide resistant Staphylococcus aureus","Condition","SNOMED"
"3575","Infection caused by antimicrobial resistant bacteria",4228938,"406575008","Infection due to vancomycin resistant enterococcus","Condition","SNOMED"
"3576","Infection caused by antimicrobial resistant bacteria",4229404,"404681006","Infection due to vancomycin resistant Staphylococcus aureus","Condition","SNOMED"
"3577","Infection caused by antimicrobial resistant bacteria",4231988,"406615007","Infection due to vancomycin resistant Staphylococcus aureus, coagulase positive","Condition","SNOMED"
"3578","Infection caused by antimicrobial resistant bacteria",4249134,"406577000","Infection due to vancomycin intermediate/resistant Staphylococcus aureus","Condition","SNOMED"
"3579","Infection caused by antimicrobial resistant bacteria",4249258,"406607009","Infection due to glycopeptide intermediate/resistant Staphylococcus aureus","Condition","SNOMED"
"3580","Infection caused by antimicrobial resistant bacteria",4249827,"409796004","Infection due to resistant bacteria","Condition","SNOMED"
"3581","Infection caused by antimicrobial resistant bacteria",4307867,"423561003","Community-acquired methicillin-resistant Staphylococcus aureus infection","Condition","SNOMED"
"3582","Infection caused by antimicrobial resistant bacteria",4328822,"430946003","Infection due to quinolone and fluoroquinolone resistant bacteria","Condition","SNOMED"
"3583","Infection caused by antimicrobial resistant bacteria",36715954,"721749008","Meningitis caused by methicillin resistant Staphylococcus aureus","Condition","SNOMED"
"3584","Infection caused by antimicrobial resistant bacteria",37016308,"32811000119109","Infection caused by multi drug resistant bacteria","Condition","SNOMED"
"3585","Infection caused by antimicrobial resistant bacteria",37016724,"712830002","Infection due to carbapenem resistant Enterobacteriaceae","Condition","SNOMED"
"3586","Infection caused by antimicrobial resistant bacteria",37017452,"713728002","Drug resistance to antibacterial agent","Condition","SNOMED"
"3587","Infection caused by antimicrobial resistant bacteria",37394468,"1032841000000102","Extended spectrum beta-lactamase resistant bacterial infection","Condition","SNOMED"
"3588","Infection caused by antimicrobial resistant bacteria",40485011,"444101006","Infection by methicillin resistant Staphylococcus intermedius","Condition","SNOMED"
"3589","Infection caused by antimicrobial resistant bacteria",40485012,"444102004","Infection by methicillin resistant Staphylococcus pseudintermedius","Condition","SNOMED"
"3590","Infection caused by antimicrobial resistant bacteria",40486500,"446156008","Infection due to multidrug resistant Acinetobacter","Condition","SNOMED"
"3591","Infection caused by antimicrobial resistant bacteria",40491960,"448812000","Sepsis due to methicillin resistant Staphylococcus aureus","Condition","SNOMED"
"3592","Infection caused by antimicrobial resistant bacteria",40492698,"445780006","Infection due to carbapenem resistant Acinetobacter","Condition","SNOMED"
"3593","Infection caused by antimicrobial resistant bacteria",44806672,"822301000000105","Infection resistant to methicillin","Condition","SNOMED"
"3594","Infection caused by antimicrobial resistant bacteria",44806675,"822331000000104","Infection resistant to vancomycin","Condition","SNOMED"
"3595","Infection caused by antimicrobial resistant bacteria",44806682,"822401000000100","Infection resistant to multiple antibiotics","Condition","SNOMED"
"3596","Infection caused by antimicrobial resistant bacteria",45768770,"707274007","Infection due to carbapenem resistant bacteria","Condition","SNOMED"
"3597","Infection caused by antimicrobial resistant bacteria",46269716,"10625351000119105","Bronchopneumonia due to methicillin resistant Staphylococcus aureus","Condition","SNOMED"
"3598","Infection caused by antimicrobial resistant bacteria",46270027,"124691000119101","Pneumonia due to methicillin resistant Staphylococcus aureus","Condition","SNOMED"
"3599","Infection caused by antimicrobial resistant bacteria",46270059,"127421000119109","Toxic shock syndrome due to methicillin resistant Staphylococcus aureus infection","Condition","SNOMED"
"3600","Infection caused by antimicrobial resistant bacteria",46284910,"957641000000109","Mupirocin resistant Staphylococcus aureus infection","Condition","SNOMED"
"3601","Signs and symptoms",22350,"51599000","Edema of larynx","Condition","SNOMED"
"3602","Signs and symptoms",23799,"195834004","Pharynx or nasopharynx edema","Condition","SNOMED"
"3603","Signs and symptoms",26727,"8765009","Hematemesis","Condition","SNOMED"
"3604","Signs and symptoms",27321,"196746003","Persistent vomiting","Condition","SNOMED"
"3605","Signs and symptoms",27674,"16932000","Nausea and vomiting","Condition","SNOMED"
"3606","Signs and symptoms",30284,"37031009","Motion sickness","Condition","SNOMED"
"3607","Signs and symptoms",31967,"422587007","Nausea","Condition","SNOMED"
"3608","Signs and symptoms",76533,"276509008","Non-immune hydrops fetalis","Condition","SNOMED"
"3609","Signs and symptoms",77662,"15539009","Hydrops fetalis due to isoimmunization","Condition","SNOMED"
"3610","Signs and symptoms",132707,"74774004","Urticaria due to cold","Condition","SNOMED"
"3611","Signs and symptoms",132772,"402413008","Arthus type urticaria","Condition","SNOMED"
"3612","Signs and symptoms",132983,"7632005","Dermatographic urticaria","Condition","SNOMED"
"3613","Signs and symptoms",136030,"186694006","Sweating fever","Condition","SNOMED"
"3614","Signs and symptoms",138501,"73098005","Cholinergic urticaria","Condition","SNOMED"
"3615","Signs and symptoms",139100,"51247001","Vibratory urticaria","Condition","SNOMED"
"3616","Signs and symptoms",139900,"126485001","Urticaria","Condition","SNOMED"
"3617","Signs and symptoms",139902,"40178009","Allergic urticaria","Condition","SNOMED"
"3618","Signs and symptoms",140803,"42265009","Idiopathic urticaria","Condition","SNOMED"
"3619","Signs and symptoms",192735,"236005001","Malignant ascites","Condition","SNOMED"
"3620","Signs and symptoms",193326,"87557004","Urge incontinence of urine","Condition","SNOMED"
"3621","Signs and symptoms",193871,"22220005","Genuine stress incontinence","Condition","SNOMED"
"3622","Signs and symptoms",193874,"8009008","Nocturnal enuresis","Condition","SNOMED"
"3623","Signs and symptoms",195007,"60241006","Female stress incontinence","Condition","SNOMED"
"3624","Signs and symptoms",195025,"200106008","Obstetric shock - delivered with postnatal problem","Condition","SNOMED"
"3625","Signs and symptoms",195079,"129847007","Functional urinary incontinence","Condition","SNOMED"
"3626","Signs and symptoms",195307,"47312008","Hydrops of gallbladder","Condition","SNOMED"
"3627","Signs and symptoms",196523,"62315008","Diarrhea","Condition","SNOMED"
"3628","Signs and symptoms",197333,"27169005","Legal termination of pregnancy complicated by shock","Condition","SNOMED"
"3629","Signs and symptoms",197378,"397878005","Overflow incontinence of urine","Condition","SNOMED"
"3630","Signs and symptoms",197484,"43240000","Diarrhea of presumed infectious origin","Condition","SNOMED"
"3631","Signs and symptoms",197672,"165232002","Urinary incontinence","Condition","SNOMED"
"3632","Signs and symptoms",198307,"16217003","Shock due to anesthesia","Condition","SNOMED"
"3633","Signs and symptoms",198571,"89138009","Cardiogenic shock","Condition","SNOMED"
"3634","Signs and symptoms",200528,"389026000","Ascites","Condition","SNOMED"
"3635","Signs and symptoms",200618,"58581001","Postoperative shock","Condition","SNOMED"
"3636","Signs and symptoms",201346,"198035003","Edema of penis","Condition","SNOMED"
"3637","Signs and symptoms",201478,"64169002","Traumatic shock","Condition","SNOMED"
"3638","Signs and symptoms",201637,"67042008","Failed attempted termination of pregnancy complicated by shock","Condition","SNOMED"
"3639","Signs and symptoms",201907,"198068005","Edema of male genital organs","Condition","SNOMED"
"3640","Signs and symptoms",201965,"27942005","Shock","Condition","SNOMED"
"3641","Signs and symptoms",252305,"276545006","Obstructive apnea of newborn","Condition","SNOMED"
"3642","Signs and symptoms",253321,"70407001","Stridor","Condition","SNOMED"
"3643","Signs and symptoms",254061,"60046008","Pleural effusion","Condition","SNOMED"
"3644","Signs and symptoms",254761,"49727002","Cough","Condition","SNOMED"
"3645","Signs and symptoms",258458,"85426002","Bacterial pleurisy with effusion","Condition","SNOMED"
"3646","Signs and symptoms",261600,"40541001","Acute pulmonary edema","Condition","SNOMED"
"3647","Signs and symptoms",313209,"4973001","Left bundle branch hemiblock","Condition","SNOMED"
"3648","Signs and symptoms",313217,"49436004","Atrial fibrillation","Condition","SNOMED"
"3649","Signs and symptoms",313224,"17869006","Anomalous atrioventricular excitation","Condition","SNOMED"
"3650","Signs and symptoms",313459,"73430006","Sleep apnea","Condition","SNOMED"
"3651","Signs and symptoms",313780,"28189009","Mobitz type II atrioventricular block","Condition","SNOMED"
"3652","Signs and symptoms",313791,"6374002","Bundle branch block","Condition","SNOMED"
"3653","Signs and symptoms",313792,"12026006","Paroxysmal tachycardia","Condition","SNOMED"
"3654","Signs and symptoms",314059,"59118001","Right bundle branch block","Condition","SNOMED"
"3655","Signs and symptoms",314099,"312668007","Abnormal fetal heart rate","Condition","SNOMED"
"3656","Signs and symptoms",314379,"270492004","First degree atrioventricular block","Condition","SNOMED"
"3657","Signs and symptoms",314479,"430335007","Primary apnea in the newborn","Condition","SNOMED"
"3658","Signs and symptoms",314664,"9651007","Long QT syndrome","Condition","SNOMED"
"3659","Signs and symptoms",314665,"5370000","Atrial flutter","Condition","SNOMED"
"3660","Signs and symptoms",314749,"240299002","Fetal bradycardia","Condition","SNOMED"
"3661","Signs and symptoms",315069,"46619002","Congenital heart block","Condition","SNOMED"
"3662","Signs and symptoms",315643,"6285003","Tachyarrhythmia","Condition","SNOMED"
"3663","Signs and symptoms",316135,"233917008","Atrioventricular block","Condition","SNOMED"
"3664","Signs and symptoms",316429,"29717002","Premature beats","Condition","SNOMED"
"3665","Signs and symptoms",316432,"30667004","Right bundle branch block AND left anterior fascicular block","Condition","SNOMED"
"3666","Signs and symptoms",316998,"63467002","Left bundle branch block","Condition","SNOMED"
"3667","Signs and symptoms",316999,"44808001","Conduction disorder of the heart","Condition","SNOMED"
"3668","Signs and symptoms",317100,"240298005","Fetal tachycardia","Condition","SNOMED"
"3669","Signs and symptoms",317302,"60423000","Sinus node dysfunction","Condition","SNOMED"
"3670","Signs and symptoms",317669,"179924009","Cardiac arrest in fetus OR newborn","Condition","SNOMED"
"3671","Signs and symptoms",317893,"67198005","Paroxysmal supraventricular tachycardia","Condition","SNOMED"
"3672","Signs and symptoms",318247,"13094009","Apnea in the newborn","Condition","SNOMED"
"3673","Signs and symptoms",318448,"195042002","Second degree atrioventricular block","Condition","SNOMED"
"3674","Signs and symptoms",320425,"233916004","Heart block","Condition","SNOMED"
"3675","Signs and symptoms",320744,"27885002","Complete atrioventricular block","Condition","SNOMED"
"3676","Signs and symptoms",321042,"410429000","Cardiac arrest","Condition","SNOMED"
"3677","Signs and symptoms",321315,"86014007","Trifascicular block","Condition","SNOMED"
"3678","Signs and symptoms",321587,"20143001","Bilateral bundle branch block","Condition","SNOMED"
"3679","Signs and symptoms",321590,"46319007","Right bundle branch block AND left posterior fascicular block","Condition","SNOMED"
"3680","Signs and symptoms",321689,"1023001","Apnea","Condition","SNOMED"
"3681","Signs and symptoms",321844,"37952003","Initial apnea","Condition","SNOMED"
"3682","Signs and symptoms",372903,"6141006","Retinal edema","Condition","SNOMED"
"3683","Signs and symptoms",373449,"191492000","Drug-induced delirium","Condition","SNOMED"
"3684","Signs and symptoms",373497,"87764000","Foster-Kennedy syndrome","Condition","SNOMED"
"3685","Signs and symptoms",373995,"2776000","Delirium","Condition","SNOMED"
"3686","Signs and symptoms",374356,"111523009","Acute hydrops keratoconus","Condition","SNOMED"
"3687","Signs and symptoms",374950,"89091004","Edema of eyelid","Condition","SNOMED"
"3688","Signs and symptoms",375815,"57207003","Bullous keratopathy","Condition","SNOMED"
"3689","Signs and symptoms",376690,"2032001","Cerebral edema","Condition","SNOMED"
"3690","Signs and symptoms",377830,"8635005","Alcohol withdrawal delirium","Condition","SNOMED"
"3691","Signs and symptoms",377875,"1794009","Idiopathic corneal edema","Condition","SNOMED"
"3692","Signs and symptoms",379779,"191507002","Subacute delirium","Condition","SNOMED"
"3693","Signs and symptoms",380097,"312912001","Macular edema due to diabetes mellitus","Condition","SNOMED"
"3694","Signs and symptoms",380102,"27194006","Corneal edema","Condition","SNOMED"
"3695","Signs and symptoms",380117,"84178004","Conjunctival edema","Condition","SNOMED"
"3696","Signs and symptoms",380720,"27536004","Secondary corneal edema","Condition","SNOMED"
"3697","Signs and symptoms",432791,"41291007","Angioedema","Condition","SNOMED"
"3698","Signs and symptoms",433225,"111288001","Ventricular flutter","Condition","SNOMED"
"3699","Signs and symptoms",433315,"72552008","Feeding problems in newborn","Observation","SNOMED"
"3700","Signs and symptoms",433480,"424497004","Optic disc edema due to hypotony","Condition","SNOMED"
"3701","Signs and symptoms",433491,"49362009","Corneal edema due to wearing of contact lenses","Condition","SNOMED"
"3702","Signs and symptoms",433595,"267038008","Edema","Condition","SNOMED"
"3703","Signs and symptoms",434474,"9635004","Late metabolic acidosis of newborn","Condition","SNOMED"
"3704","Signs and symptoms",434750,"274540003","Feeding difficulties and mismanagement","Observation","SNOMED"
"3705","Signs and symptoms",435023,"199023008","Mild hyperemesis-not delivered","Condition","SNOMED"
"3706","Signs and symptoms",435515,"267447008","Hypo-osmolality and or hyponatremia","Condition","SNOMED"
"3707","Signs and symptoms",435517,"51387008","Acidosis","Condition","SNOMED"
"3708","Signs and symptoms",435839,"234097001","Lymphedema","Condition","SNOMED"
"3709","Signs and symptoms",436010,"55017000","Heat edema","Condition","SNOMED"
"3710","Signs and symptoms",436166,"19569008","Mild hyperemesis gravidarum","Condition","SNOMED"
"3711","Signs and symptoms",436173,"199027009","Hyperemesis gravidarum with metabolic disturbance - delivered","Condition","SNOMED"
"3712","Signs and symptoms",436485,"199025001","Hyperemesis gravidarum with metabolic disturbance","Condition","SNOMED"
"3713","Signs and symptoms",437579,"66657009","Paroxysmal ventricular tachycardia","Condition","SNOMED"
"3714","Signs and symptoms",437663,"386661006","Fever","Condition","SNOMED"
"3715","Signs and symptoms",437876,"423488006","Papilledema - optic disc edema due to raised intracranial pressure","Condition","SNOMED"
"3716","Signs and symptoms",437892,"55475008","Lown-Ganong-Levine syndrome","Condition","SNOMED"
"3717","Signs and symptoms",437894,"71908006","Ventricular fibrillation","Condition","SNOMED"
"3718","Signs and symptoms",438178,"33129002","Postmastectomy lymphedema syndrome","Condition","SNOMED"
"3719","Signs and symptoms",438963,"10301003","Tick-borne relapsing fever","Condition","SNOMED"
"3720","Signs and symptoms",439320,"198749004","Incomplete illegal termination of pregnancy with shock","Condition","SNOMED"
"3721","Signs and symptoms",439330,"198710002","Incomplete legal termination of pregnancy with shock","Condition","SNOMED"
"3722","Signs and symptoms",439770,"420270002","Ketoacidosis due to type 1 diabetes mellitus","Condition","SNOMED"
"3723","Signs and symptoms",440285,"405501007","Malignant hyperthermia","Condition","SNOMED"
"3724","Signs and symptoms",440637,"420079008","Relapsing fever","Condition","SNOMED"
"3725","Signs and symptoms",440785,"90325002","Vomiting of pregnancy","Condition","SNOMED"
"3726","Signs and symptoms",440788,"199028004","Hyperemesis gravidarum with metabolic disturbance - not delivered","Condition","SNOMED"
"3727","Signs and symptoms",441408,"422400008","Vomiting","Condition","SNOMED"
"3728","Signs and symptoms",441412,"78913002","Edema of newborn","Condition","SNOMED"
"3729","Signs and symptoms",441546,"37224001","Psychogenic vomiting","Condition","SNOMED"
"3730","Signs and symptoms",441564,"424669003","Optic disc edema associated with retinal disorder","Condition","SNOMED"
"3731","Signs and symptoms",441872,"63593006","Supraventricular premature beats","Condition","SNOMED"
"3732","Signs and symptoms",442071,"200107004","Obstetric shock with antenatal problem","Condition","SNOMED"
"3733","Signs and symptoms",442072,"200105007","Obstetric shock - delivered","Condition","SNOMED"
"3734","Signs and symptoms",442271,"69344006","Shock following molar AND/OR ectopic pregnancy","Condition","SNOMED"
"3735","Signs and symptoms",442565,"77376005","Gestational edema without hypertension","Condition","SNOMED"
