"incidence_start_date","outcome_count","person_years","incidence_100000_pys","incidence_100000_pys_95CI_lower","incidence_100000_pys_95CI_upper","outcome_cohort_name","cdm_name","denominator_sex","denominator_age_group","age_standard","n","d","c_rate","c_lower","c_upper","s_rate","s_lower","s_upper","denominator_cohort_name"
"2012-01-01",NA,NA,NA,NA,NA,"j01aa06_oxytetracycline_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",285,38746.481,735.55,652.62,826.1,743.18,659.12,835,"denominator_cohort_23"
"2013-01-01",NA,NA,NA,NA,NA,"j01aa06_oxytetracycline_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",239,37164.096,643.09,564.14,730,640.71,561.82,727.58,"denominator_cohort_23"
"2014-01-01",NA,NA,NA,NA,NA,"j01aa06_oxytetracycline_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",189,34865.946,542.08,467.55,625.11,546.58,471.25,630.54,"denominator_cohort_23"
"2015-01-01",NA,NA,NA,NA,NA,"j01aa06_oxytetracycline_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",156,31289.533,498.57,423.4,583.23,499.99,424.43,585.12,"denominator_cohort_23"
"2016-01-01",NA,NA,NA,NA,NA,"j01aa06_oxytetracycline_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",122,27073.306,450.63,374.22,538.05,451.43,374.71,539.23,"denominator_cohort_23"
"2017-01-01",NA,NA,NA,NA,NA,"j01aa06_oxytetracycline_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",85,24711.015,343.98,274.76,425.33,344.05,274.66,425.63,"denominator_cohort_23"
"2018-01-01",NA,NA,NA,NA,NA,"j01aa06_oxytetracycline_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",57,23427.466,243.3,184.28,315.23,239.43,181.24,310.36,"denominator_cohort_23"
"2019-01-01",NA,NA,NA,NA,NA,"j01aa06_oxytetracycline_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",41,22510.443,182.14,130.71,247.09,179.31,128.6,243.37,"denominator_cohort_23"
"2020-01-01",NA,NA,NA,NA,NA,"j01aa06_oxytetracycline_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",36,20849.332,172.67,120.93,239.04,170.91,119.59,236.81,"denominator_cohort_23"
"2021-01-01",NA,NA,NA,NA,NA,"j01aa06_oxytetracycline_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",24,18642.969,128.73,82.48,191.55,129.1,82.6,192.31,"denominator_cohort_23"
"2022-01-01",NA,NA,NA,NA,NA,"j01aa06_oxytetracycline_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",23,17411.118,132.1,83.74,198.21,131.83,83.46,198.01,"denominator_cohort_23"
"2023-01-01",NA,NA,NA,NA,NA,"j01aa06_oxytetracycline_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",10,7475.253,133.77,64.15,246.02,131.32,62.85,241.85,"denominator_cohort_23"
"2012-01-01",NA,NA,NA,NA,NA,"j01aa08_minocycline_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",41,38646.937,106.09,76.13,143.92,107.26,76.88,145.66,"denominator_cohort_23"
"2013-01-01",NA,NA,NA,NA,NA,"j01aa08_minocycline_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",27,37084.091,72.81,47.98,105.93,71.68,47.17,104.4,"denominator_cohort_23"
"2014-01-01",NA,NA,NA,NA,NA,"j01aa08_minocycline_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",17,34806.152,48.84,28.45,78.2,46.98,27.34,75.28,"denominator_cohort_23"
"2015-01-01",NA,NA,NA,NA,NA,"j01aa08_minocycline_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",8,31233.632,25.61,11.06,50.47,25.89,11.15,51.09,"denominator_cohort_23"
"2016-01-01",NA,NA,NA,NA,NA,"j01aa08_minocycline_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",12,27024.44,44.4,22.94,77.57,42.14,21.76,73.65,"denominator_cohort_23"
"2017-01-01",NA,NA,NA,NA,NA,"j01aa08_minocycline_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",11,24657.575,44.61,22.27,79.82,45.33,22.58,81.22,"denominator_cohort_23"
"2018-01-01",NA,NA,NA,NA,NA,"j01aa08_minocycline_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",6,23404.745,25.64,9.41,55.8,24.79,9.08,54.03,"denominator_cohort_23"
"2019-01-01",NA,NA,NA,NA,NA,"j01aa08_minocycline_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",5,22486.483,22.24,7.22,51.89,21.73,7.04,50.79,"denominator_cohort_23"
"2020-01-01",NA,NA,NA,NA,NA,"j01aa08_minocycline_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",6,20826.297,28.81,10.57,62.71,28.14,10.3,61.35,"denominator_cohort_23"
"2021-01-01",NA,NA,NA,NA,NA,"j01aa08_minocycline_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",2,18628.715,10.74,1.3,38.78,11.32,1.35,41.08,"denominator_cohort_23"
"2022-01-01",NA,NA,NA,NA,NA,"j01aa08_minocycline_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",2,17408.906,11.49,1.39,41.5,12.18,1.46,44.2,"denominator_cohort_23"
"2023-01-01",NA,NA,NA,NA,NA,"j01aa08_minocycline_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",0,7478.678,0,NA,NA,0,NA,NA,"denominator_cohort_23"
"2012-01-01",NA,NA,NA,NA,NA,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",1281,38864.18,3296.09,3118.05,3481.66,3343.77,3162.59,3532.62,"denominator_cohort_23"
"2013-01-01",NA,NA,NA,NA,NA,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",981,37313.956,2629.04,2467.08,2798.85,2665.77,2501.09,2838.43,"denominator_cohort_23"
"2014-01-01",NA,NA,NA,NA,NA,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",858,35025.9,2449.62,2288.43,2619.16,2481.86,2318.19,2654.03,"denominator_cohort_23"
"2015-01-01",NA,NA,NA,NA,NA,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",591,31471.299,1877.9,1729.53,2035.59,1906.48,1755.55,2066.91,"denominator_cohort_23"
"2016-01-01",NA,NA,NA,NA,NA,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",454,27238.897,1666.73,1516.92,1827.34,1695.02,1542.38,1858.67,"denominator_cohort_23"
"2017-01-01",NA,NA,NA,NA,NA,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",346,24844.931,1392.64,1249.75,1547.39,1409.1,1264.25,1565.99,"denominator_cohort_23"
"2018-01-01",NA,NA,NA,NA,NA,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",282,23562.651,1196.81,1061.19,1344.96,1209.64,1072.35,1359.65,"denominator_cohort_23"
"2019-01-01",NA,NA,NA,NA,NA,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",238,22587.592,1053.68,924.05,1196.39,1074.31,941.96,1220.05,"denominator_cohort_23"
"2020-01-01",NA,NA,NA,NA,NA,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",137,20918.223,654.93,549.86,774.24,671.86,563.86,794.51,"denominator_cohort_23"
"2021-01-01",NA,NA,NA,NA,NA,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",115,18674.597,615.81,508.41,739.19,636.96,525.54,765.01,"denominator_cohort_23"
"2022-01-01",NA,NA,NA,NA,NA,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",112,17425.802,642.73,529.22,773.37,675.24,555.57,813.05,"denominator_cohort_23"
"2023-01-01",NA,NA,NA,NA,NA,"j01fa01_erythromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",38,7473.408,508.47,359.82,697.91,517.85,365.81,711.85,"denominator_cohort_23"
"2012-01-01",NA,NA,NA,NA,NA,"j01fa09_clarithromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",1505,38870.891,3871.79,3678.63,4072.46,3959.75,3761.35,4165.89,"denominator_cohort_23"
"2013-01-01",NA,NA,NA,NA,NA,"j01fa09_clarithromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",1412,37300.681,3785.45,3590.56,3988.18,3848.17,3649.3,4055.06,"denominator_cohort_23"
"2014-01-01",NA,NA,NA,NA,NA,"j01fa09_clarithromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",1458,35024.971,4162.74,3951.79,4382.04,4213.61,3999.41,4436.3,"denominator_cohort_23"
"2015-01-01",NA,NA,NA,NA,NA,"j01fa09_clarithromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",1177,31448.224,3742.66,3531.87,3962.74,3807.96,3592.87,4032.57,"denominator_cohort_23"
"2016-01-01",NA,NA,NA,NA,NA,"j01fa09_clarithromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",1021,27230.056,3749.53,3523.04,3986.77,3800.25,3570,4041.46,"denominator_cohort_23"
"2017-01-01",NA,NA,NA,NA,NA,"j01fa09_clarithromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",833,24838.527,3353.66,3129.76,3589.36,3407.74,3179.55,3647.97,"denominator_cohort_23"
"2018-01-01",NA,NA,NA,NA,NA,"j01fa09_clarithromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",698,23531.983,2966.18,2750.18,3194.63,2995.34,2776.75,3226.56,"denominator_cohort_23"
"2019-01-01",NA,NA,NA,NA,NA,"j01fa09_clarithromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",699,22572.822,3096.64,2871.31,3334.97,3114.44,2887.44,3354.54,"denominator_cohort_23"
"2020-01-01",NA,NA,NA,NA,NA,"j01fa09_clarithromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",457,20896.646,2186.95,1991.02,2396.96,2179.93,1984.33,2389.6,"denominator_cohort_23"
"2021-01-01",NA,NA,NA,NA,NA,"j01fa09_clarithromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",440,18639.92,2360.53,2145.09,2591.74,2340.65,2126.62,2570.39,"denominator_cohort_23"
"2022-01-01",NA,NA,NA,NA,NA,"j01fa09_clarithromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",534,17375.929,3073.22,2818.05,3345.28,3076.92,2820.75,3350.1,"denominator_cohort_23"
"2023-01-01",NA,NA,NA,NA,NA,"j01fa09_clarithromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",243,7450.595,3261.48,2864.27,3698.38,3247.44,2850.5,3684.18,"denominator_cohort_23"
"2012-01-01",NA,NA,NA,NA,NA,"j01fa10_azithromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",173,38725.342,446.74,382.64,518.49,452.07,386.99,524.95,"denominator_cohort_23"
"2013-01-01",NA,NA,NA,NA,NA,"j01fa10_azithromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",162,37148.24,436.09,371.52,508.66,434.14,369.66,506.63,"denominator_cohort_23"
"2014-01-01",NA,NA,NA,NA,NA,"j01fa10_azithromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",162,34866.308,464.63,395.84,541.95,468.92,399.31,547.18,"denominator_cohort_23"
"2015-01-01",NA,NA,NA,NA,NA,"j01fa10_azithromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",144,31278.212,460.38,388.26,542.02,468.57,394.99,551.88,"denominator_cohort_23"
"2016-01-01",NA,NA,NA,NA,NA,"j01fa10_azithromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",111,27072.939,410,337.29,493.75,418,343.69,503.61,"denominator_cohort_23"
"2017-01-01",NA,NA,NA,NA,NA,"j01fa10_azithromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",98,24689.41,396.93,322.25,483.73,403.86,327.69,492.41,"denominator_cohort_23"
"2018-01-01",NA,NA,NA,NA,NA,"j01fa10_azithromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",100,23430.289,426.8,347.26,519.1,433.98,352.95,528.04,"denominator_cohort_23"
"2019-01-01",NA,NA,NA,NA,NA,"j01fa10_azithromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",103,22508.422,457.61,373.51,554.98,465.76,380.05,565.03,"denominator_cohort_23"
"2020-01-01",NA,NA,NA,NA,NA,"j01fa10_azithromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",66,20848.728,316.57,244.83,402.75,323.85,250.36,412.15,"denominator_cohort_23"
"2021-01-01",NA,NA,NA,NA,NA,"j01fa10_azithromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",72,18616.452,386.75,302.61,487.05,389.3,304.4,490.54,"denominator_cohort_23"
"2022-01-01",NA,NA,NA,NA,NA,"j01fa10_azithromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",75,17392.607,431.22,339.18,540.54,438.85,344.88,550.54,"denominator_cohort_23"
"2023-01-01",NA,NA,NA,NA,NA,"j01fa10_azithromycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",32,7466.349,428.59,293.16,605.04,421.19,287.73,595.19,"denominator_cohort_23"
"2012-01-01",NA,NA,NA,NA,NA,"j01ma01_ofloxacin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",32,38640.785,82.81,56.64,116.91,79.09,54.05,111.73,"denominator_cohort_23"
"2013-01-01",NA,NA,NA,NA,NA,"j01ma01_ofloxacin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",44,37072.873,118.69,86.24,159.33,114.49,83.12,153.81,"denominator_cohort_23"
"2014-01-01",NA,NA,NA,NA,NA,"j01ma01_ofloxacin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",30,34798.172,86.21,58.17,123.07,83.19,56.08,118.83,"denominator_cohort_23"
"2015-01-01",NA,NA,NA,NA,NA,"j01ma01_ofloxacin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",21,31223.625,67.26,41.63,102.81,65.29,40.37,99.88,"denominator_cohort_23"
"2016-01-01",NA,NA,NA,NA,NA,"j01ma01_ofloxacin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",20,27011.151,74.04,45.23,114.35,69.93,42.7,108.03,"denominator_cohort_23"
"2017-01-01",NA,NA,NA,NA,NA,"j01ma01_ofloxacin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",22,24659.732,89.21,55.91,135.07,84.88,53.16,128.55,"denominator_cohort_23"
"2018-01-01",NA,NA,NA,NA,NA,"j01ma01_ofloxacin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",23,23405.274,98.27,62.29,147.45,95.21,60.32,142.93,"denominator_cohort_23"
"2019-01-01",NA,NA,NA,NA,NA,"j01ma01_ofloxacin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",21,22487.926,93.38,57.81,142.75,91.08,56.35,139.28,"denominator_cohort_23"
"2020-01-01",NA,NA,NA,NA,NA,"j01ma01_ofloxacin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",9,20826.94,43.21,19.76,82.03,42.39,19.37,80.51,"denominator_cohort_23"
"2021-01-01",NA,NA,NA,NA,NA,"j01ma01_ofloxacin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",22,18622.62,118.14,74.04,178.86,113.58,71.18,171.97,"denominator_cohort_23"
"2022-01-01",NA,NA,NA,NA,NA,"j01ma01_ofloxacin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",12,17403.541,68.95,35.63,120.44,66.56,34.39,116.27,"denominator_cohort_23"
"2023-01-01",NA,NA,NA,NA,NA,"j01ma01_ofloxacin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",5,7478.012,66.86,21.71,156.04,64.64,20.99,150.84,"denominator_cohort_23"
"2012-01-01",NA,NA,NA,NA,NA,"j01ma02_ciprofloxacin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",446,38681.818,1153,1048.46,1265.13,1186.88,1078.87,1302.78,"denominator_cohort_23"
"2013-01-01",NA,NA,NA,NA,NA,"j01ma02_ciprofloxacin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",454,37097.415,1223.8,1113.81,1341.73,1260.48,1146.82,1382.36,"denominator_cohort_23"
"2014-01-01",NA,NA,NA,NA,NA,"j01ma02_ciprofloxacin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",352,34832.287,1010.56,907.73,1121.84,1025.85,921.19,1139.14,"denominator_cohort_23"
"2015-01-01",NA,NA,NA,NA,NA,"j01ma02_ciprofloxacin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",327,31258.472,1046.12,935.79,1165.87,1051.45,940.28,1172.15,"denominator_cohort_23"
"2016-01-01",NA,NA,NA,NA,NA,"j01ma02_ciprofloxacin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",245,27048.657,905.78,795.9,1026.58,924.54,812.11,1048.19,"denominator_cohort_23"
"2017-01-01",NA,NA,NA,NA,NA,"j01ma02_ciprofloxacin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",254,24693.415,1028.61,905.99,1163.2,1054.07,928.1,1192.38,"denominator_cohort_23"
"2018-01-01",NA,NA,NA,NA,NA,"j01ma02_ciprofloxacin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",228,23433.229,972.98,850.77,1107.81,986.36,862.25,1123.31,"denominator_cohort_23"
"2019-01-01",NA,NA,NA,NA,NA,"j01ma02_ciprofloxacin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",152,22513.593,675.15,572.08,791.42,675.63,572.37,792.13,"denominator_cohort_23"
"2020-01-01",NA,NA,NA,NA,NA,"j01ma02_ciprofloxacin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",136,20849.496,652.29,547.28,771.59,645,541.07,763.08,"denominator_cohort_23"
"2021-01-01",NA,NA,NA,NA,NA,"j01ma02_ciprofloxacin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",113,18637.897,606.29,499.67,728.93,592.32,488.1,712.2,"denominator_cohort_23"
"2022-01-01",NA,NA,NA,NA,NA,"j01ma02_ciprofloxacin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",106,17408.808,608.89,498.51,736.43,588.18,481.53,711.41,"denominator_cohort_23"
"2023-01-01",NA,NA,NA,NA,NA,"j01ma02_ciprofloxacin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",52,7472.369,695.9,519.73,912.58,667.05,498.09,874.89,"denominator_cohort_23"
"2012-01-01",NA,NA,NA,NA,NA,"j01xx01_fosfomycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",0,38635.204,0,NA,NA,0,NA,NA,"denominator_cohort_23"
"2013-01-01",NA,NA,NA,NA,NA,"j01xx01_fosfomycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",0,37069.181,0,NA,NA,0,NA,NA,"denominator_cohort_23"
"2014-01-01",NA,NA,NA,NA,NA,"j01xx01_fosfomycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",1,34792.397,2.87,0.07,16.01,3.11,0.08,17.31,"denominator_cohort_23"
"2015-01-01",NA,NA,NA,NA,NA,"j01xx01_fosfomycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",1,31217.954,3.2,0.08,17.85,3.45,0.09,19.23,"denominator_cohort_23"
"2016-01-01",NA,NA,NA,NA,NA,"j01xx01_fosfomycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",2,27004.446,7.41,0.9,26.75,7.47,0.9,27.05,"denominator_cohort_23"
"2017-01-01",NA,NA,NA,NA,NA,"j01xx01_fosfomycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",5,24654.584,20.28,6.58,47.33,21.38,6.93,49.95,"denominator_cohort_23"
"2018-01-01",NA,NA,NA,NA,NA,"j01xx01_fosfomycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",19,23399.924,81.2,48.89,126.8,82.13,49.4,128.35,"denominator_cohort_23"
"2019-01-01",NA,NA,NA,NA,NA,"j01xx01_fosfomycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",32,22480.822,142.34,97.36,200.95,144.66,98.91,204.28,"denominator_cohort_23"
"2020-01-01",NA,NA,NA,NA,NA,"j01xx01_fosfomycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",70,20816.893,336.27,262.14,424.85,337.94,263.4,427.01,"denominator_cohort_23"
"2021-01-01",NA,NA,NA,NA,NA,"j01xx01_fosfomycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",87,18618.782,467.27,374.26,576.38,456.5,365.63,563.09,"denominator_cohort_23"
"2022-01-01",NA,NA,NA,NA,NA,"j01xx01_fosfomycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",91,17398.152,523.04,421.12,642.18,506.11,407.45,621.45,"denominator_cohort_23"
"2023-01-01",NA,NA,NA,NA,NA,"j01xx01_fosfomycin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",43,7474.755,575.27,416.33,774.88,545.96,395.11,735.41,"denominator_cohort_23"
"2012-01-01",NA,NA,NA,NA,NA,"j04ab02_rifampicin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",7,38634.87,18.12,7.28,37.33,19.47,7.81,40.15,"denominator_cohort_23"
"2013-01-01",NA,NA,NA,NA,NA,"j04ab02_rifampicin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",5,37068.344,13.49,4.38,31.48,13.45,4.35,31.47,"denominator_cohort_23"
"2014-01-01",NA,NA,NA,NA,NA,"j04ab02_rifampicin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",10,34791.283,28.74,13.78,52.86,29.02,13.88,53.45,"denominator_cohort_23"
"2015-01-01",NA,NA,NA,NA,NA,"j04ab02_rifampicin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",11,31216.744,35.24,17.59,63.05,36.34,18.11,65.11,"denominator_cohort_23"
"2016-01-01",NA,NA,NA,NA,NA,"j04ab02_rifampicin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",11,27001.779,40.74,20.34,72.89,42.94,21.41,76.9,"denominator_cohort_23"
"2017-01-01",NA,NA,NA,NA,NA,"j04ab02_rifampicin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",19,24651.45,77.07,46.4,120.36,79.29,47.68,123.94,"denominator_cohort_23"
"2018-01-01",NA,NA,NA,NA,NA,"j04ab02_rifampicin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",9,23399.836,38.46,17.59,73.01,38.51,17.58,73.21,"denominator_cohort_23"
"2019-01-01",NA,NA,NA,NA,NA,"j04ab02_rifampicin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",11,22481.134,48.93,24.43,87.55,47.47,23.67,85,"denominator_cohort_23"
"2020-01-01",NA,NA,NA,NA,NA,"j04ab02_rifampicin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",6,20819.581,28.82,10.58,62.73,29.85,10.9,65.14,"denominator_cohort_23"
"2021-01-01",NA,NA,NA,NA,NA,"j04ab02_rifampicin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",2,18623.861,10.74,1.3,38.79,10.29,1.25,37.18,"denominator_cohort_23"
"2022-01-01",NA,NA,NA,NA,NA,"j04ab02_rifampicin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",5,17403.42,28.73,9.33,67.05,27.73,9,64.71,"denominator_cohort_23"
"2023-01-01",NA,NA,NA,NA,NA,"j04ab02_rifampicin_systemic_oral","GOLD_100k","Both","0 to 150","European Standard Population",1,7477.938,13.37,0.34,74.51,12.93,0.33,72.03,"denominator_cohort_23"
"2012-01-01",NA,NA,NA,NA,NA,"j01aa04_lymecycline_systemic_oral","GOLD_100k","Female","0 to 150","European Standard Population",167,19658.396,849.51,725.55,988.57,833.71,711.89,970.4,"denominator_cohort_21"
"2013-01-01",NA,NA,NA,NA,NA,"j01aa04_lymecycline_systemic_oral","GOLD_100k","Female","0 to 150","European Standard Population",165,18842.179,875.69,747.17,1019.98,866.87,739.45,1009.95,"denominator_cohort_21"
"2014-01-01",NA,NA,NA,NA,NA,"j01aa04_lymecycline_systemic_oral","GOLD_100k","Female","0 to 150","European Standard Population",202,17694.809,1141.58,989.57,1310.33,1123.21,973.44,1289.5,"denominator_cohort_21"
"2015-01-01",NA,NA,NA,NA,NA,"j01aa04_lymecycline_systemic_oral","GOLD_100k","Female","0 to 150","European Standard Population",182,15885.172,1145.72,985.31,1324.81,1145.24,984.63,1324.59,"denominator_cohort_21"
"2016-01-01",NA,NA,NA,NA,NA,"j01aa04_lymecycline_systemic_oral","GOLD_100k","Female","0 to 150","European Standard Population",180,13763.086,1307.85,1123.76,1513.49,1304.82,1120.93,1510.27,"denominator_cohort_21"
"2017-01-01",NA,NA,NA,NA,NA,"j01aa04_lymecycline_systemic_oral","GOLD_100k","Female","0 to 150","European Standard Population",142,12546.778,1131.76,953.28,1333.97,1130.89,952.35,1333.19,"denominator_cohort_21"
"2018-01-01",NA,NA,NA,NA,NA,"j01aa04_lymecycline_systemic_oral","GOLD_100k","Female","0 to 150","European Standard Population",148,11886.572,1245.1,1052.59,1462.63,1242.04,1049.7,1459.41,"denominator_cohort_21"
"2019-01-01",NA,NA,NA,NA,NA,"j01aa04_lymecycline_systemic_oral","GOLD_100k","Female","0 to 150","European Standard Population",160,11381.341,1405.81,1196.42,1641.3,1405.34,1195.65,1641.21,"denominator_cohort_21"
"2020-01-01",NA,NA,NA,NA,NA,"j01aa04_lymecycline_systemic_oral","GOLD_100k","Female","0 to 150","European Standard Population",108,10488.537,1029.7,844.68,1243.19,1026.11,841.3,1239.44,"denominator_cohort_21"
"2021-01-01",NA,NA,NA,NA,NA,"j01aa04_lymecycline_systemic_oral","GOLD_100k","Female","0 to 150","European Standard Population",96,9352.293,1026.49,831.46,1253.52,1019.92,825.67,1246.13,"denominator_cohort_21"
"2022-01-01",NA,NA,NA,NA,NA,"j01aa04_lymecycline_systemic_oral","GOLD_100k","Female","0 to 150","European Standard Population",75,8735.036,858.61,675.35,1076.28,854.98,672.07,1072.33,"denominator_cohort_21"
"2023-01-01",NA,NA,NA,NA,NA,"j01aa04_lymecycline_systemic_oral","GOLD_100k","Female","0 to 150","European Standard Population",41,3763.946,1089.28,781.69,1477.73,1087.1,779.1,1476.4,"denominator_cohort_21"
"2012-01-01",NA,NA,NA,NA,NA,"j01aa06_oxytetracycline_systemic_oral","GOLD_100k","Female","0 to 150","European Standard Population",160,19500.162,820.51,698.29,957.95,815.72,694.01,952.63,"denominator_cohort_21"
"2013-01-01",NA,NA,NA,NA,NA,"j01aa06_oxytetracycline_systemic_oral","GOLD_100k","Female","0 to 150","European Standard Population",129,18687.685,690.29,576.32,820.21,687.21,573.53,816.82,"denominator_cohort_21"
"2014-01-01",NA,NA,NA,NA,NA,"j01aa06_oxytetracycline_systemic_oral","GOLD_100k","Female","0 to 150","European Standard Population",117,17536.811,667.17,551.77,799.58,669.95,553.82,803.24,"denominator_cohort_21"
